Product Name,Category,Code,Malayalam Name,Variants,Selling Price,Original Price (MRP),Image URL
"Vesta English Walnut 1l Ice Cream","Desserts & Ice Creams","ANG-DES-0267","വെസ്റ്റ English Walnut 1l ഐസ് ക്രീം","1 L","₹260","₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/english-walnut-1000ml.png"
"Vesta Fig &#038; Honey Ice Cream","Desserts & Ice Creams","ANG-DES-0268","വെസ്റ്റ ഫിഗ് (അത്തിപ്പഴം) &#038; തേൻ ഐസ് ക്രീം","500 ml; 1 L","₹150; ₹260","₹150; ₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/p3-fig-honey.png"
"Vesta Fig &#038; Honey 1l Ice Cream","Desserts & Ice Creams","ANG-DES-0269","വെസ്റ്റ ഫിഗ് (അത്തിപ്പഴം) &#038; തേൻ 1l ഐസ് ക്രീം","1 L","₹260","₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/fig-honey-1000ml.png"
"Vesta Fig &#038; Honey Sundae Ice Cream","Desserts & Ice Creams","ANG-DES-0270","വെസ്റ്റ ഫിഗ് (അത്തിപ്പഴം) &#038; തേൻ സൺഡേ ഐസ് ക്രീം","150 ml","₹70","₹70","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/sundae-fig-honey.png"
"Vesta Fruitae Mango Ice Cream","Desserts & Ice Creams","ANG-DES-0271","വെസ്റ്റ Fruitae മാംഗോ ഐസ് ക്രീം","500 ml; 1 L","₹150; ₹260","₹150; ₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/fruitae-mango.png"
"Vesta Fruitae Pineapple Ice Cream","Desserts & Ice Creams","ANG-DES-0272","വെസ്റ്റ Fruitae Pineapple ഐസ് ക്രീം","500 ml; 1 L","₹150; ₹260","₹150; ₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/fruitae-pineapple.png"
"Vesta Fruitae Strawberry Ice Cream","Desserts & Ice Creams","ANG-DES-0273","വെസ്റ്റ Fruitae സ്ട്രോബെറി ഐസ് ക്രീം","500 ml; 1 L","₹150; ₹260","₹150; ₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/fruitae-strawberry.png"
"Vesta Golden Fantasy Ice Cream","Desserts & Ice Creams","ANG-DES-0274","വെസ്റ്റ Golden Fantasy ഐസ് ക്രീം","500 ml; 1 L","₹150; ₹260","₹150; ₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/p3-golden-fantasy.png"
"Vesta Golden Fantasy 100ml Ice Cream","Desserts & Ice Creams","ANG-DES-0275","വെസ്റ്റ Golden Fantasy 100ml ഐസ് ക്രീം","100 ml","₹35","₹35","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/golden-fantasy-100ml.png"
"Vesta Ice Crush Mango Ice Cream","Desserts & Ice Creams","ANG-DES-0276","വെസ്റ്റ Ice Crush മാംഗോ ഐസ് ക്രീം","500 ml; 1 L","₹150; ₹260","₹150; ₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/ice-crush-mango.png"
"Vesta Ice Crush Pineapple Ice Cream","Desserts & Ice Creams","ANG-DES-0277","വെസ്റ്റ Ice Crush Pineapple ഐസ് ക്രീം","500 ml; 1 L","₹150; ₹260","₹150; ₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/ice-crush-pineapple.png"
"Vesta Ice Crush Strawberry Ice Cream","Desserts & Ice Creams","ANG-DES-0278","വെസ്റ്റ Ice Crush സ്ട്രോബെറി ഐസ് ക്രീം","500 ml; 1 L","₹150; ₹260","₹150; ₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/ice-crush-strawberry.png"
"Vesta Jack Fruit 1l Ice Cream","Desserts & Ice Creams","ANG-DES-0279","വെസ്റ്റ Jack Fruit 1l ഐസ് ക്രീം","1 L","₹260","₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/jack-fruit-1000ml.png"
"Vesta Jack Fruit 500ml Ice Cream","Desserts & Ice Creams","ANG-DES-0280","വെസ്റ്റ Jack Fruit 500ml ഐസ് ക്രീം","500 ml","₹150","₹150","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/jack-fruit-vesta.png"
"Vesta Mango 1l Ice Cream","Desserts & Ice Creams","ANG-DES-0281","വെസ്റ്റ മാംഗോ 1l ഐസ് ക്രീം","1 L","₹260","₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/mango-1000ml.png"
"Vesta Mango 500ml Ice Cream","Desserts & Ice Creams","ANG-DES-0282","വെസ്റ്റ മാംഗോ 500ml ഐസ് ക്രീം","500 ml","₹150","₹150","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/mango-vesta.png"
"Vesta Mango Bar Ice Cream","Desserts & Ice Creams","ANG-DES-0283","വെസ്റ്റ മാംഗോ ബാർ ഐസ് ക്രീം","70 ml","₹35","₹35","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/mango-bar.png"
"Vesta Mango Conevita Ice Cream","Desserts & Ice Creams","ANG-DES-0284","വെസ്റ്റ മാംഗോ കോൺവിറ്റ ഐസ് ക്രീം","120 ml","₹50","₹50","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/mango-convevita.png"
"Vesta Mango Vegan Ice Cream","Desserts & Ice Creams","ANG-DES-0285","വെസ്റ്റ മാംഗോ വീഗൻ ഐസ് ക്രീം","500 ml; 1 L","₹150; ₹260","₹150; ₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/mango-vegan.png"
"Vesta Milk Lolly Chocolate Ice Cream","Desserts & Ice Creams","ANG-DES-0286","വെസ്റ്റ Milk Lolly ചോക്ലേറ്റ് ഐസ് ക്രീം","500 ml; 1 L","₹150; ₹260","₹150; ₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/milk-lolly-chocolate.png"
"Vesta Milk Lolly Mango Ice Cream","Desserts & Ice Creams","ANG-DES-0287","വെസ്റ്റ Milk Lolly മാംഗോ ഐസ് ക്രീം","500 ml; 1 L","₹150; ₹260","₹150; ₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/milk-lolly-mango.png"
"Vesta Milk Lolly Strawberry Ice Cream","Desserts & Ice Creams","ANG-DES-0288","വെസ്റ്റ Milk Lolly സ്ട്രോബെറി ഐസ് ക്രീം","500 ml; 1 L","₹150; ₹260","₹150; ₹260","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vesta/milk-lolly-strawberry-1.png"
